skill_id,unique_skill_title,unique_skill_description,skill_type,is_emerging_skill,is_casl_skill
skill_13a10e67594b,Data Collection and Analysis,"Collect, extract, and interpret data according to defined requirements to obtain project and business insights",tsc,False,True
skill_b07667449191,Data Collection and Management,Employ sound research methodologies to collect and manage data,tsc,False,False
skill_f534c6021bfa,Data Collection and Preparation,Collect data for the purpose of generating business and operational insights,tsc,False,False
skill_dd5ffaf1641d,Data Design,"Specify and create a data structure or database model, including the setting of various parameters or fields that can be modified to suit different structured or unstructured data requirements, the design of data flow, as well as the development of mechanisms for maintenance, storage and retrieval of data based on the business requirements",tsc,True,False
skill_e4d01ca967c5,Data Engineering,"Develop and implement efficient and stable processes to collect, store, extract, transform, load and integrate data at various stages in the data pipeline. This also involves processing varying amounts of data from a variety of sources and preparing data in a structure that is easily access and analysed according to business requirements",tsc,True,False
skill_db4b62827554,Data Ethics,"Apply legal and ethical principles in the collection, use, storage and disposal of data",tsc,True,False
skill_fe366a0ffd26,Data Governance,"Establish and implement comprehensive data governance standards, guidelines, laws, and regulations across the organization, ensuring proper data handling at all lifecycle stages, providing advice on resolution of data breaches, and reviewing compliance levels in complex and ambiguous contexts",tsc,True,False
skill_d5d83b763809,Data Management,Implement data management systems to meet organisational requirements,tsc,False,False
skill_83aff7909603,Data Migration,Plan and perform activities to migrate data between computer storage types or file formats,tsc,False,True
skill_62ae3495529c,Data Protection Management,Develop and implement a Data Protection Management Programme to comply with the Personal Data Protection Act 2012,tsc,True,False
skill_4bcb1fcf97dd,Data Sharing,Assess the value of data to achieve a competitive advantage and business objectives,tsc,True,False
skill_92609556690a,Data Storytelling and Visualisation,"Combine data insights and implement contemporary techniques using dynamic visual displays with illustrative and interactive graphics to strategically present patterns, trends, meanings, messages, and analytical insights from data or new concepts tailored for the intended audience",tsc,True,False
skill_d6bb3b01acb2,Data Strategy,"Develop a robust and coherent data strategy and support architectures, policies, practices and procedures that enable the organisation to manage and utilise data in an effective manner. This includes introduction of innovative ways of organising, managing and integrating the data of the organisation to ensure their viability and ability to drive business value. It also includes the setting of information storage, sharing, handling and usage protocols to support alignment with relevant legislation and business strategies",tsc,True,False
skill_f24674de1f2b,Data Synthesis,Analyse and validate significant volumes of data to discover and quantify patterns and trends to enhance business operations and optimise process flow and investigate business problems,tsc,False,True
skill_089abbca750a,Data Visualisation,"Implement contemporary techniques and dynamic visual displays with illustrative and interactive graphics to strategically present patterns, trends, and analytical insights for the intended audience",tsc,True,False
skill_d60444047827,Data Wrangling,Process digital media files extracted from cameras in on-set production environments,tsc,False,False
skill_2dd96c125812,Data and Information Management,"Gather and use data and information for planning, monitoring and review",tsc,True,False
skill_9095a134357f,Data and Information Visualisation,"Integrate data into expressive storytelling to communicate key messages intuitively, stimulating audience engagement and resonating on both intellectual and emotional levels",tsc,False,True
skill_d4ed459f5246,Data and Statistical Analysis,"Interpret and analyse large complex data sets using statistical techniques to uncover trends and patterns, locating and defining new process and business improvement opportunities by identifying relevant statistical tools",tsc,True,False
skill_f9fa3d7af82f,Data-mining and Modelling,Establish and deploy data modelling techniques to support narrative and predictive analytics efforts and identify trends and patterns for simulation and forecasting purposes,tsc,True,False
skill_e655fbd68618,Database Administration,"Coordinate and upgrade databases and servers while monitoring performance and troubleshooting issues. Manage user access, optimize database performance, plan for backups and recovery, maintain archived data, and generate reports",tsc,False,True
skill_5b8bf3ccf1c7,Deal Origination and Structuring,"Identify potential carbon deals from both primary and secondary markets. Develop and structure agreements to enable optimal terms for parties involved in carbon deals, as well as ensuring regulatory compliance and alignment with sustainability and financial objectives of an organisation.",tsc,False,False
skill_b04c93b57f8e,Deal Structuring,Advise on and design deal structures and transactional documents between parties,tsc,False,False
skill_b2bcf9672985,Deal Syndication and Arrangement,"Identify and assess syndication opportunity based on size and risk levels, invite other lenders for syndication and arrange for finalise loan syndication through legal means",tsc,False,False
skill_9cf4152bc157,Debt Restructuring,Assess processes to address risk of default on existing debt or evaluate opportunities to take advantage of lower available interest rates through debt restructuring,tsc,False,False
skill_66b350b169cc,Decarbonisation Consulting,Guide organisations in the development and integration of decarbonisation strategies that help them to achieve their sustainability goals. Assess current sustainability performance of organisations and their value chains and advise on how to develop and implement decarbonisation strategies that drive organisational change whilst meeting business and compliance targets.,tsc,False,True
skill_ed971f01c717,Decarbonisation Project Development,"Design and plan projects aimed at reducing carbon emissions. Work with cross-functional teams to implement and manage carbon reduction initiatives, monitoring factors such as cost-effectiveness, regulatory compliance and tracking towards sustainability targets.",tsc,False,True
skill_9594d42d9058,Decision Making,Choose a course of action from several alternatives developed through a structured process in order to achieve intended goals,ccs,False,False
skill_bb78074bff7a,Defect Density Monitoring,Monitor the manufacturing process defect density metrics and manage deviations as well as analyse defect density issues and recommend corrective actions,tsc,False,True
skill_c05d2f40a6c9,Delegates and Participants Management,"Manage policies and procedures for the management, registration and engagement of participants, including participants' travel management",tsc,False,False
skill_5025926786d7,Delivery Management,"Determine impact of transportation delivery on overall logistics service provision and manage fleet to improve efficiency, reduce costs and deliver products and services to customers",tsc,False,False
skill_135147b53148,Delivery Optimisation,Employ algorithmic and/or systematic route planning and improve logistics efficiencies using sophisticated logistics technology applications to ensure speedy parcel delivery,tsc,True,False
skill_b75165366711,Demand Analysis,Devise frameworks to assess market dynamics and execute analyses to uncover demand outlook of products or services,tsc,False,True
skill_6d556a5a95ad,Demand Analysis and Optimisation,"Analyse demand patterns and requirements to accurately forecast demand, optimise inventory levels and improve supply chain efficiency. Align demand forecasts with production planning and capacity management, with a goal of improving forecasting, mitigating risks, and reducing costs",tsc,False,False
skill_c717d78a7f47,Demand Management Operations,Perform demand management operations to manage customers' electricity demands according to protocols,tsc,False,False
skill_342f1b2e6bb5,Demand Management Plan Development,Formulate demand management plans and financial reward structure for customers,tsc,False,False
skill_c956e89139f5,Demand and Supply Analysis,Analyse and assess market dynamics to uncover demand and supply outlook of products to enable better positioning and identification of opportunities and suitability of offerings,tsc,False,False
skill_a86f33d4bf0a,Dental Inventory Maintenance and Management,"Perform inventory control, monitor and maintain dental equipment prior to usage",tsc,False,False
skill_fac18ea4e93a,Department Financial Management,Manage organisation's short and long-term financial needs,tsc,False,False
skill_9c3cce35a1dd,Department Performance Management,"Develop, implement and review department performance systems to meet strategic plans and objectives by establishing Key Performance Indicators (KPIs), tracking progress and addressing gaps",tsc,False,False
skill_77a46a20ba3e,Derivatives Trading Management,Perform structured trades for proprietary and risk management objectives by identifying market-making opportunities,tsc,False,False
skill_a8131c2f12b9,Design Concepts Generation,Build preliminary ideas on innovative design concepts and different ways to address needs and opportunities of target stakeholders,tsc,False,False
skill_2710a2ee6bb4,Design Creation and Development,"Utilise relevant design approaches for the conceptualisation, development and enhancement of design solutions",tsc,False,False
skill_d5db63c5c280,Design Sketching,"Communicate and visualise ideas and designs in accurate form, perspective and proportion through drawing",tsc,False,False
skill_f16ad5bfed53,Design Standards and Specification,"Apply knowledge of relevant standards that govern the design requirements, and deliver design specifications according to the required standards",tsc,False,False
skill_cb742eecbc96,Design Sustainability and Ethics Management,"Create designs that consider the limitations, regulations and guidelines on intellectual property, sustainability, diversity, inclusivity and accessibility, aligning to behaviours and actions which are generally accepted in the profession",tsc,True,False
skill_b1e7b797ec19,Design Thinking Practice,"Manage design thinking methodologies and processes to solve specific challenges for the organization, guiding stakeholders through the phases of inspiration, empathy, ideation, and implementation",tsc,False,False
skill_d62674039239,Design Writing,"Convey a design story, idea or concept in a compelling and engaging manner through writing",tsc,False,True
skill_a0604d2729c4,Design for Additive Manufacturing,"Create optimised designs specifically tailored for additive manufacturing processes with the understanding of the capabilities and limitations of various additive manufacturing processes and integrate materials, machine capabilities and design considerations to achieve desired functionality.",tsc,False,False
skill_2e6ac1212faa,Design for Maintainability,"Apply Design for Maintainability (DfM) principles throughout the project lifecycle to ensure effectiveness, safety and economies of scale for maintenance tasks",tsc,True,False
skill_746230f51062,Design for Manufacturing and Assembly,"Apply Design for Manufacturing and Assembly (DfMA) principles throughout construction project lifecycle to ensure effectiveness, safety and economies of scale for manufacturing and assembly",tsc,True,False
skill_8eae0c2bc6f2,Design for Safety,"Develop design and engineering solutions to ensure compliance with Design for Safety regulations while safeguarding the safety and health of users, stakeholders, and the general public",tsc,False,True
skill_44226c3d699a,Detection and Monitoring Application,Manage the detection and monitoring of cyber risks to ensure it is safe from cyber risks,tsc,True,False
skill_ef03f540212c,Deterrence,Perform actions to deter undesired outcomes,tsc,False,False
skill_5f40d178cd55,Developing People,Empower others to learn and develop their capabilities to enhance their performance and achieve personal or professional goals,ccs,False,False
skill_7d8c37e05f0a,Development on Intervention Plan for Physiotherapy,Develop targeted intervention plans according to client conditions and needs,tsc,True,False
skill_94cc14f86a4e,Digital Asset and File Management,Develop and implement systematic procedures to organise digital content in collaborative and networked environments,tsc,False,False
skill_f4d6d128710b,Digital Audio Workstation Sound Editing,Employ sound editing tools for a production using a digital audio workstation,tsc,False,False
skill_12909b6aa864,Digital Fluency,"Leverage digital technology tools, systems, and software across work processes and activities to solve problems, drive efficiency and facilitate information sharing",ccs,False,False
skill_f527104dea48,Digital Forensics,Use forensic technologies in the delivery of forensic services,tsc,True,False
skill_e6e3f2be6492,Digital Image Production,"Develop the conceptual vision, evaluate capabilities of techniques and materials required for the proposed digital imaging work and organise resources and materials required based on the work plans",tsc,False,False
skill_e236f8575415,Digital Integrated Circuit Design,"Utilise design tools and methodologies to design, analyse and verify digital integrated circuits, ensuring overall functionality, performance and reliability.",tsc,False,False
skill_b6b631e0fa8d,Digital Lighting,Create lighting effects for animation or visual effects to simulate real-world or artificial lighting using digital lighting tools,tsc,False,False
skill_c275c05b5000,Digital Lighting for Production,Create lighting effects to simulate real-world or artificial lighting using digital lighting tools,tsc,False,False
skill_82aff956a26c,Digital Marketing Management,"Develop, execute, and evaluate digital marketing strategies and campaigns to enhance online presence and deliver value propositions, utilizing channels like SEO, SEM, and affiliate marketing to promote business objectives effectively",tsc,True,False
skill_fb50100716dd,Digital Marketing and Communication,Develop digital outreach plans and marketing collaterals to communicate and enhance the organisation's employer brand,tsc,False,False
skill_9682b86b48c0,Digital Techniques Application,"Apply and use principles of digital techniques and electronic instrument systems for maintenance, repair, overhaul or manufacturing of aircraft systems",tsc,False,False
skill_e332482dc3bd,Digital Technology Adoption and Innovation,Develop digital technology enhancement projects to support the organisational objectives,tsc,True,False
skill_054fed1e09b0,Digital and Interactive Design,"Design and execute digital innovation technologies such as virtual and augmented realities, advanced digital projected and 360-degree photography and videography to create interactive experiences for audiences. This includes 3D projection mapping, holographic projection, AR / VR and other related technologies",tsc,False,False
skill_1e589a67cb80,Digital and Physical Prototyping,"Construct design concepts, either digitally or physically, to develop deeper understanding of the designs and test their usability and functionality",tsc,False,False
skill_fd8e45bac7d3,Direction,Manage the entire production cast and crew to create compelling content for the target audience,tsc,False,False
skill_ecd7283389cc,Disability Assessment and Management,Perform assessment and management of common neurological emergencies,tsc,False,False
skill_3532cfac100c,Disaster Recovery Management,"Develop and implement internal policies, processes and arrangements to guide and enable the prompt recovery of critical IT infrastructure and systems following a crisis or disaster. This includes monitoring the efficiency and effectiveness of response to significant incidents or disruptions and reviewing the organisation's disaster recovery plan and processes",tsc,False,False
skill_fdb09b909696,Display Creation and Management,"Conceive, design and implement plant and merchandise displays to enhance their visibility and promote nursery sales",tsc,False,False
skill_417b353e90bb,Dispute Resolution,Manage disputes by implementing appropriate resolution approaches to find solutions to disagreements,tsc,False,False
skill_7a9377b2a3bd,Dispute Resolution Strategy,Develop and implement strategies to resolve a legal dispute,tsc,False,False
skill_c12260665297,Dispute Settlement,Conduct investigations and resolve disputes with third parties,tsc,False,False
skill_5e2247a01fb6,Disruption Management,"Lead radical changes in industry or business strategies by developing new products or services that create new markets and opportunities, challenge incumbent business and operating models, and align with upcoming trends",tsc,False,False
skill_002bfd5e07cb,Distributed Generation System Performance Monitoring Management,Manage performance of distributed generation plant and equipment to improve operational efficiency,tsc,False,False
skill_24784f2c625b,Diversity Appreciation and Sensitivity,"Understand and learn about diverse groups and their interests, concerns, and behaviours to broaden educator perspectives and include diverse themes in classroom discussions and activities. Connect with students across cultures, abilities, gender, sexuality, age and other elements of diversity",tsc,False,False
skill_30583966b9b2,Diversity and Inclusion,"Influence and facilitate positive working relationships, promote workplace diversity, and cultivate a culture of open communication. Develop and implement strategies supporting diversity and cross-cultural cooperation. Create and implement programmes fostering a diverse and inclusive workplace where individual differences are accepted and respected",tsc,False,False
skill_8dba3d85ed88,Diversity and Inclusion in Care Provision,"Demonstrate and apply awareness and sensitivity when working professionally with diverse individuals, groups, and communities representing various cultural and personal backgrounds",tsc,False,True
skill_65e96e18c88f,Document Control,"Implement documentation policies to facilitate the referencing of information for processes, systems and equipment, and to comply with regulatory requirements",tsc,False,False
skill_755eb650a8d2,Document Management for Pharmacy Support,Establish and implement documentation policies to facilitate referencing of information and comply with regulatory requirements,tsc,False,True
skill_9e9cf3221a30,Documentation,"Write clear, concise and readable reports supported by facts and evidence",tsc,False,True
skill_cb0849a6f28f,Documentation and Administration,"Manage and maintain shipping documents (e.g. cargo import and export documents, shipping permits, bills of lading, booking lists, shipping permits and delivery orders) which are necessary to commence the loading and unloading operations",tsc,False,True
skill_7208aa3f7a7d,"Drainage, Plumbing and Sanitary Systems Maintenance","Implement preventive and corrective maintenance of drainage, plumbing and sanitary systems",tsc,False,False
skill_cb9737955587,Drive Productivity and Innovation,Engender a culture to encourage idea generation that promotes productivity and innovation across the organisation,tsc,False,False
skill_b62759d54024,Drug Distribution and Inventory Management,Manage the inventory and the distribution of pharmaceutical products to ensure the quality and integrity of product supply,tsc,False,False
skill_be77c4ec1c17,Dry Dock Project Management,"Apply technical ship and maritime knowledge to manage dry dock-based repair and maintenance of ship assets, by specifying repair requirements, selecting suitable dry docks and overseeing the actual repair work",tsc,False,True
skill_30677257d6c7,Due Diligence,Investigate and review the legal and compliance status of a target business entity or individual for risk assessment,tsc,False,True
skill_2274a14dd98b,Due Professional Care,Apply care and skill expected of a prudent and competent internal auditor,tsc,False,False
skill_187fa3a67cc9,E-commerce Campaign Management,"Develop, manage and execute e-Commerce strategies and campaigns according to agreed timelines and budgetary requirements",tsc,True,False
skill_bae08682af8f,E-commerce Management,"Develop, manage and execute e-commerce strategies and activities according to organisational objectives",tsc,True,False
skill_04b3f888b0a6,Early Childhood Curriculum Design,Design culturally and developmentally appropriate curriculum for holistic learning experiences for children of all levels including infants,tsc,False,False
skill_b3702f7aa5c8,Early Childhood Pedagogical Practice,Plan and implement developmentally appropriate pedagogical practice to engage children meaningfully,tsc,False,False
skill_ba2aab1fe6be,Early Childhood Programme Planning,Plan and implement developmentally appropriate Early Childhood programmes,tsc,False,False
skill_6fff6113de65,Early Intervention Curriculum Design,Design and implement curriculum to cater the developmental needs of children,tsc,False,False
skill_1acdde423ab4,Early Intervention Principles and Practices,"Understand and apply different approaches and models of early intervention childhood care and education, as well as the social dynamics of learning in an early intervention context",tsc,False,False
skill_d149327c097b,Ecology in Landscapes,"Adopt principles of ecology in the design, implementation and management of landscapes",tsc,False,False
skill_bff9c0c953e5,Effective Client Communication,Demonstrate effective communicative skills when communicating with clients and caregivers,tsc,False,False
skill_1b16e05510ad,Effective Communication in Nursing,Demonstrate efficient communication to promote patients' physical and mental well-being to achieve health-related goals,tsc,False,False
skill_741bfe1dbe4a,Effective Patient Counselling,Establish and maintain a relationship with patient through effective communication,tsc,False,False
skill_7be1bfe239fd,Effectiveness Management,Set goals with team and evaluate team’s effectiveness in achieving the defined goals and objectives,tsc,False,False
skill_bb4239f0b6d9,Elastomer Seals Application,"Perform elastomer seals applications on aircraft parts and components using appropriate tools, equipment, materials and methods in accordance with applicable technical manuals and organisational procedures",tsc,False,False
skill_511186c14ed3,Electric Vehicle Air-Conditioning System Maintenance,"Apply knowledge of electric vehicle air-conditioning and battery thermal management systems to inspect and service cooling components, diagnose performance issues, and optimise temperature control, energy use and safety in integrated heating, ventilation, and air conditioning–battery cooling circuits",tsc,False,False
skill_85a679e692b4,Electric Vehicle Brake System Maintenance,"Apply knowledge of electric vehicle regenerative and electro-hydraulic braking systems to inspect braking components and sensors, diagnose faults, and analyse performance data to calibrate braking functions for safe, consistent and energy-efficient braking",tsc,False,False
skill_0e9b3bf9d9b9,Electric Vehicle Drivetrain System Maintenance,"Apply knowledge of electric vehicle drivetrain assemblies, including e-axles, reduction gears and integrated motor systems, to inspect components, diagnose faults and implement maintenance and predictive actions that support smooth torque delivery, durability and energy-efficient drivetrain performance",tsc,False,False
skill_0058a2eb7ca6,Electric Vehicle High Voltage Systems Maintenance,"Implement electric vehicle high voltage systems maintenance including preventive and corrective maintenance, formulate failure investigation procedures to diagnose root cause issues, manage rectification of systemic issues within a safe work environment and enhance the overall maintenance regime",tsc,False,False
skill_8afb466c17a4,Electric Vehicle Low Voltage Systems Maintenance,"Implement electric vehicle low voltage systems maintenance including preventive and corrective maintenance, diagnosis and rectification of systemic issues and improve the overall maintenance regime within a safe work environment",tsc,False,False
skill_bc3c883440cc,Electric Vehicle Propulsion Systems Maintenance,"Implement electric vehicle proplusion systems maintenance including preventive and corrective maintenance,  formulate failure investigation procedures to diagnose root cause issues, manage rectification of systemic issues within a safe work environment and enhance the overall maintenance regime",tsc,False,False
skill_a7003d865ffa,Electric Vehicle Steering System Maintenance,"Apply knowledge of electric vehicle electric power-assisted steering systems and electronic steering controls to inspect components, diagnose steering faults and perform calibration and servicing that maintain safe handling, directional control, response accuracy and steering responsiveness",tsc,False,False
skill_0c1218821d58,Electric Vehicle Suspension System Maintenance,"Apply knowledge of electric vehicle suspension systems, including electric vehicle-specific chassis design and load distribution, to inspect components, diagnose ride and body-motion issues and implement maintenance and adjustment actions that improve ride comfort, vibration control, stability and safety",tsc,False,False
skill_3f6d6d9af543,Electric Vehicle Traction Battery and Battery Management System Maintenance,"Implement electric vehicle traction battery and battery management system maintenance including preventive and corrective maintenance, diagnosis and rectification of systemic issues and improve the overall maintenance regime within a safe work environment",tsc,False,False
skill_5649fa3c8f28,Electric Vehicle and Hybrid Electric Vehicle Battery Management,Apply knowledge in electric vehicle and/or hybrid electric vehicle battery management and implement maintenance activities in a safe work environment,tsc,False,False
skill_8371deb4f757,Electric Vehicle and Hybrid Electric Vehicle Maintenance Management,Apply knowledge of electric vehicle and hybrid electric vehicle to implement maintenance activities in a safe work environment,tsc,False,False
skill_a2313f36c79d,Electric Vehicle and/or Hybrid Electric Vehicle Charging Management,Apply knowledge of electric vehicle and/or hybrid vehicle charging and implement charging and maintenance activities in a safe work environment,tsc,False,False
skill_a74a4b5c41cf,Electrical Design Approval,Interpret electrical drawings and vessel design specifications to guide approval processes for power planning and installation of electrical systems,tsc,False,False
skill_2ac302406701,Electrical Drawing,"Create and interpret electrical drawings based on design specifications to guide power planning and installation of electrical systems for ships, rigs and/or conversions",tsc,False,False
skill_97ce0b58d514,Electrical Engineering Management,"Manage design, technical specification, selection, modification, and troubleshooting of electrical engineering equipment, components, and systems in process plants to support construction, operations, maintenance, and project teams",tsc,False,True
skill_52fe2720ac6d,Electrical Field Maintenance Management,Interpret and apply routine and non-routine electrical field maintenance and inspection work instructions and regimes to ensure optimal availability and reliability of electrical equipment and control systems in process plants,tsc,False,False
skill_2087f538081b,Electrical Fundamentals Application,"Apply and use electrical fundamentals for maintenance, repair, overhaul or manufacturing of aircraft electrical and power generation systems",tsc,False,False
skill_1a69c7095248,Electrical Installation,Assess and monitor power distribution systems to connect wiring systems and equipment using safe and approved methods,tsc,False,False
skill_5799f52503d8,Electrical Maintenance Management,"Manage the overhaul, maintenance and troubleshooting of electrical equipment and systems",tsc,False,False
skill_76740c13e030,Electrical Systems Design,Design cost effective and energy-efficient electrical systems,tsc,False,False
skill_66b7819e5f2d,"Electrical Termination, Connection and Measurement","Perform electrical terminations, connections and measurements using appropriate resources. This includes crimping, soldering, wire wrapping and harnessing, as well as checking serviceability of electrical components, wires and cables",tsc,False,False
skill_ed0cf7ed98a3,Electrical Testing,"Execute non-destructive electrical tests to ensure insulation-resistance, continuity, and satisfactory performance of electrical equipment and installations against organisational and regulatory standards and requirements",tsc,False,False
skill_431e336e5e6f,Electrical Wiring Interconnection Systems Maintenance,"Maintain electrical wiring interconnection systems using appropriate resources and conduct functional checks after maintenance work. This includes identification and correction of wiring system degradation, incorporation of zonal inspection concept and adoption of proactive maintenance practices",tsc,False,False
skill_e474ff04e25f,Electrical and Electronic Systems Maintenance,Implement corrective and preventive maintenance of electrical and electronic systems,tsc,False,False
skill_9b92da22a69a,"Electrical, Electronic and Control Engineering","Manage and monitor electrical, electronic and control engineering systems",tsc,False,False
skill_3905d8715bd8,Electricity Meter and Associated Equipment installation and Commissioning,"Manage the installation, replacement, testing and commissioning of metering and associated equipment",tsc,False,False
skill_2388963371e2,Electricity Metering Data Management,"Manage and process electricity metering data for electricity market settlements by Energy Market Company, billings by retail electricity licensees or market support service licensees and to resolve issues with end users, metering equipment service providers or meter readers",tsc,False,False
skill_a82a5e4a34ab,Electricity Network Operations Management,"Perform low, high and/or extra high voltage network operations and maintenance to ensure compliance to regulatory requirements and safety at sites and to optimise operations efficiency",tsc,False,False
skill_636b81245456,Electricity Network Performance Monitoring Management,Manage electricity network performance monitoring to facilitate renewal or disposal planning of network assets,tsc,False,False
skill_bfba6b566ef7,Electricity Network Planning,"Manage medium to long-term network development plans to meet power generation and demand needs, maximise network utilisation and minimise network capital expenditures",tsc,False,False
skill_1fae893c014b,Electricity Network incident Management,Investigate and resolve network incidents,tsc,False,False
skill_cedd4251ae2e,Electricity Service Connections Planning,Plan for low-tension and high-tension customer service connections,tsc,False,False
skill_36eff27a91f9,Electronic Fundamentals Application,"Apply and use principles of electronics for maintenance, repair, overhaul or manufacturing of aircraft electronics and related systems",tsc,False,False
skill_135290f0fac4,Electronic Trading System Management,Demonstrate good grasp of electronic trading key drivers and perform market analysis activities to establish a seamless system to allow investors and traders to place trades and monitor performance,tsc,True,False
skill_950d59a39fe2,Electrostatic Discharge Control,Implement precautionary measures required to avoid damage to sensitive electronic components as well as adopt proper components handling techniques and the use of appropriate personal grounding device,tsc,False,True
skill_47800de10acc,Embedded System Integration,Implement control systems to perform pre-defined tasks and also real-time monitoring for the real world,tsc,True,False
skill_ff3b301fd3a5,Embedded Systems Interface Design,"Design and set up interface and interconnections from or among sensors, through a network, to a main location, to enable transmission of information",tsc,True,False
skill_a8367c3420dd,Embedded Systems Programming,Program an embedded system using permitted programming interfaces provided by the system to support creation of devices that do not operate on traditional operating systems,tsc,True,False
skill_bc1ddf85369c,Emergency Care Management in Nursing,Manage patients requiring emergency care,tsc,False,False
skill_abc3710340a7,Emergency Management,Implement emergency management to ensure the readiness of the stakeholders in addressing emergencies that may arise in the workplace,tsc,False,False
skill_bbd3c3b01b31,Emergency Response Management,"Manage emergency response plans for contingencies impacting work operations and various industries, including fire, explosion, power failure, chemical spillage, leakages, collapses, flooding, and falling from height",tsc,False,False
skill_ab5e6f89fb4c,Emergency Response Planning,Execute emergency response plans and procedures to mitigate the impact of emergency incidents,tsc,False,False
skill_0866f1e3c087,Emergency Response and Crisis Management,"Develop and implement emergency response and crisis management plans and policies, providing guidance on their development and execution",tsc,False,False
skill_dc8d523471fc,Emergency Response and Crisis Management Development and Implementation,"Develop and maintain the Emergency Response and Crisis Management (ERCM) framework in accordance with legislative and organisational requirements, comprising policies, standards and procedures",tsc,False,False
skill_1b31bacd52d5,Emergency Shut-down and Restart,Manage shut-down and restart of production processes to minimise loss and damage of assets as well as ensure the safety of personnel during emergency situations,tsc,False,False
skill_33ad6ad205ad,Emergency and Crisis Situation Management,Implement emergency and crisis response and recovery activities to minimise the impact of disruptive events to the organisation,tsc,False,False
skill_444eb372abf0,Emergency and Security Communication Systems Maintenance,Implement preventive and corrective maintenance activities of emergency and security communication systems,tsc,False,False
skill_914565414097,Emerging Technology Synthesis,"Monitor and integrate emerging technology trends and developments, gather structured data to identify new products, services, and techniques, and perform cost-benefit analysis to evaluate their relevance, viability, sustainability, and potential value to the business",tsc,True,False
skill_e24f46b73665,Empathetic Design,"Apply and drive empathetic-centred design thinking to better understand users' feelings and perceptions towards products and services, as well as the emotional tone of creative design work",tsc,False,True
skill_31984e341e8d,Employee Communication Management,Formulate overall employee communication strategies and facilitate conversations to ensure effective and timely dissemination of pertinent information to employees,tsc,False,False
skill_44458502bb84,Employee Engagement Management,"Drive employee engagement programmes to facilitate commitment from employees to organisational values, vision and objectives",tsc,False,True
skill_44e35169ea15,Employee Mobility Management,"Establish policies to facilitate employee movements according to legal, organisational and professional requirements and guidelines",tsc,False,False
skill_7221ec0fcfbe,Employee Relationship Management,"Strengthen employee relationships by facilitating conflict resolutions, investigating claims, and managing negotiations",tsc,False,False
skill_cd4d03801d8c,Employee and Labour Relations,Manage relationships with employees and labour unions,tsc,False,False
skill_bebd1289cdfe,Employer Branding,Develop employer brand proposition and strategies in alignment with the organisation's long-term strategic objectives and desired culture,tsc,True,False
skill_974730826c01,Energy Management and Audit,Perform energy audits to optimise the energy performance of energy consuming systems and manage energy consumption,tsc,True,False
skill_981e5e90f229,Energy Product Advisory,"Develop, maintain and convey detailed and specialised energy product knowledge as well as keep abreast of emerging product knowledge to address customers' requirements",tsc,False,False
skill_4c1fdae6f92b,Energy Product Performance Management,Manage product performance through analysis and recommendations,tsc,False,False
skill_e1017914f017,Energy Systems Asset Integrity Management,Manage energy systems asset lifecycles from planning till replacement and/or disposal,tsc,False,False
skill_222986d180ae,Energy Trading Portfolio Optimisation,Formulate portfolio optimisation strategies to maximise profitability,tsc,False,False
skill_77bacbbc89be,Engagement Completion and Reporting,Perform procedures involved prior to expressing an opinion,tsc,False,False
skill_ac3f108d3e5e,Engagement Execution,Perform assurance procedures in accordance with the engagement plans,tsc,False,False
skill_ed764b4d9690,Engagement Planning,"Develop engagement plans which describe the nature, timing and extent of planned engagement procedures",tsc,False,False
skill_f1d23582e1ab,Engagement Quality Control,Set up control procedures for an assurance engagement,tsc,False,False
skill_d19f7a15ab90,Engagement Review,"Review evidence obtained, procedures performed, and conclusions reached for the engagement",tsc,False,False
skill_820ec55c4178,Engine Cleaning,"Clean aircraft engine parts, accessories, modules and components using appropriate resources",tsc,False,False
skill_95efb511db4f,Engine Component Parts Inspection,"Inspect and certify aircraft engine parts, accessories, modules and components using appropriate resources",tsc,False,False
skill_ac51ac8776f7,Engine Disassembly and Assembly,Disassemble and assemble aircraft engines and perform balancing of rotating parts using appropriate resources,tsc,False,False
skill_a67410f9e4f1,Engine Rigging and De-Rigging,Perform rigging and de-rigging of aircraft engines for testing purposes using appropriate resources,tsc,False,False
skill_276e5afad55d,Engineering Contract Management,"Analyse and develop tender and contract requirements to define engineering contract structures, terms, and financials",tsc,False,True
skill_a064ca705d66,Engineering Drawing,"Create technical drawings for design specifications to guide electrical, mechanical and structural installation works",tsc,False,False
skill_f783647b951d,Engineering Drawing Interpretation and Management,"Use engineering drawings, including Process Flow Diagrams, Piping and Instrument Diagrams, process equipment datasheets, vendor equipment engineering drawings and layouts, to support construction, operations, maintenance, and engineering activities",tsc,False,True
skill_57174c682f7b,Engineering Drawing and Design Specifications,Create design specifications and technical drawings to guide installation and construction works,tsc,False,False
skill_937153a278ae,Engineering Installation Design,Produce engineering plans for the installation and assembly of new products using a systematic approach to design. It also includes seeking endorsement from key stakeholders,tsc,False,True
skill_1f8555c09092,Engineering Maintenance Management,Implement engineering maintenance strategy to enhance performance level of public transport fleet,tsc,False,True
skill_d956a4c63b3e,Engineering Management of Change,"Manage changes made to process plants, equipment and systems to ensure possible hazards and implications to process safety, production and quality are taken into consideration, and such changes are traceable, documented and evaluated",tsc,False,False
